timestamp,landing_page,converted
2017-01-02 13:42:05.378582,new_page,0
2017-01-02 13:42:21.786186,old_page,0
2017-01-02 13:42:26.640581,new_page,0
2017-01-02 13:42:28.522322,new_page,0
2017-01-02 13:42:34.033708,new_page,0
2017-01-02 13:42:45.090432,new_page,0
2017-01-02 13:43:03.767329,old_page,1
2017-01-02 13:43:24.473268,new_page,0
2017-01-02 13:43:35.689998,new_page,1
2017-01-02 13:43:59.531519,old_page,0
2017-01-02 13:44:29.563089,old_page,0
2017-01-02 13:44:38.722463,old_page,0
2017-01-02 13:45:13.056529,old_page,1
2017-01-02 13:45:14.834730,old_page,0
2017-01-02 13:45:28.246588,old_page,0
2017-01-02 13:46:14.208626,old_page,1
2017-01-02 13:46:40.314864,new_page,0
2017-01-02 13:46:42.459893,old_page,0
2017-01-02 13:46:42.682221,new_page,0
2017-01-02 13:47:17.199443,old_page,0
2017-01-02 13:47:27.897981,old_page,1
2017-01-02 13:47:52.238888,new_page,0
2017-01-02 13:47:54.393352,new_page,0
2017-01-02 13:47:58.694839,old_page,0
2017-01-02 13:49:22.140726,new_page,0
2017-01-02 13:49:43.283638,new_page,0
2017-01-02 13:49:54.067114,old_page,0
2017-01-02 13:50:19.612290,old_page,0
2017-01-02 13:51:36.222536,new_page,0
2017-01-02 13:51:43.993170,new_page,0
2017-01-02 13:51:55.298692,old_page,0
2017-01-02 13:52:13.381448,new_page,0
2017-01-02 13:52:14.910970,old_page,0
2017-01-02 13:52:41.752879,new_page,0
2017-01-02 13:52:58.890166,old_page,0
2017-01-02 13:53:15.304005,old_page,1
2017-01-02 13:53:36.339835,new_page,0
2017-01-02 13:53:45.897833,new_page,0
2017-01-02 13:53:51.958515,new_page,0
2017-01-02 13:54:17.218635,new_page,0
2017-01-02 13:54:18.859694,old_page,1
2017-01-02 13:54:43.024212,old_page,0
2017-01-02 13:54:46.518678,old_page,0
2017-01-02 13:54:54.484142,old_page,0
2017-01-02 13:55:03.119456,new_page,0
2017-01-02 13:55:22.486672,old_page,0
2017-01-02 13:55:22.996419,old_page,0
2017-01-02 13:55:30.276355,old_page,0
2017-01-02 13:55:56.310736,old_page,0
2017-01-02 13:56:19.753608,new_page,0
2017-01-02 13:56:23.988888,new_page,1
2017-01-02 13:56:27.835111,old_page,0
2017-01-02 13:56:36.680174,new_page,1
2017-01-02 13:56:45.174963,new_page,0
2017-01-02 13:57:07.303532,new_page,0
2017-01-02 13:57:15.884217,old_page,0
2017-01-02 13:57:35.028553,old_page,0
2017-01-02 13:57:39.970420,new_page,0
2017-01-02 13:58:21.927056,old_page,1
2017-01-02 13:58:36.565961,old_page,0
2017-01-02 13:58:58.297162,new_page,0
2017-01-02 13:58:59.241746,old_page,0
2017-01-02 13:59:33.715430,old_page,0
2017-01-02 14:00:01.707966,old_page,0
2017-01-02 14:00:26.468610,new_page,0
2017-01-02 14:00:45.360231,old_page,0
2017-01-02 14:01:42.632380,old_page,0
2017-01-02 14:02:02.681889,old_page,0
2017-01-02 14:02:15.646056,new_page,0
2017-01-02 14:02:35.582517,new_page,0
2017-01-02 14:03:28.015925,new_page,0
2017-01-02 14:03:52.323625,old_page,0
2017-01-02 14:03:52.725572,new_page,0
2017-01-02 14:04:08.606182,old_page,0
2017-01-02 14:04:24.240150,new_page,0
2017-01-02 14:04:24.822940,old_page,0
2017-01-02 14:04:48.203870,old_page,0
2017-01-02 14:05:08.918187,old_page,0
2017-01-02 14:05:17.409545,old_page,0
2017-01-02 14:05:32.552075,old_page,0
2017-01-02 14:06:37.765119,new_page,0
2017-01-02 14:06:50.547396,new_page,0
2017-01-02 14:07:08.769233,old_page,0
2017-01-02 14:07:49.404823,new_page,1
2017-01-02 14:08:16.096548,old_page,0
2017-01-02 14:08:47.732007,old_page,0
2017-01-02 14:09:00.880636,old_page,0
2017-01-02 14:09:20.814513,old_page,0
2017-01-02 14:09:21.067479,old_page,1
2017-01-02 14:09:21.494226,old_page,0
2017-01-02 14:09:31.901672,new_page,0
2017-01-02 14:09:56.953929,old_page,0
2017-01-02 14:10:26.645974,new_page,0
2017-01-02 14:10:30.673384,new_page,0
2017-01-02 14:10:50.857577,old_page,0
2017-01-02 14:11:12.495447,old_page,0
2017-01-02 14:11:27.609542,old_page,0
2017-01-02 14:11:30.941471,old_page,0
2017-01-02 14:11:39.734337,new_page,0
2017-01-02 14:11:51.747850,new_page,0
2017-01-02 14:11:52.235311,old_page,0
2017-01-02 14:11:54.312295,old_page,0
2017-01-02 14:12:12.093598,old_page,0
2017-01-02 14:12:14.474477,old_page,0
2017-01-02 14:12:49.202072,new_page,0
2017-01-02 14:13:01.321068,old_page,0
2017-01-02 14:13:09.976523,old_page,1
2017-01-02 14:13:38.240063,old_page,0
2017-01-02 14:13:48.274947,old_page,0
2017-01-02 14:13:55.597468,old_page,0
2017-01-02 14:15:42.402103,old_page,0
2017-01-02 14:16:15.693874,new_page,0
2017-01-02 14:16:29.431802,old_page,0
2017-01-02 14:18:15.052146,old_page,0
2017-01-02 14:18:17.165372,new_page,0
2017-01-02 14:18:26.582372,old_page,0
2017-01-02 14:18:48.485844,new_page,0
2017-01-02 14:19:15.915975,old_page,0
2017-01-02 14:19:31.741389,new_page,0
2017-01-02 14:19:49.366521,old_page,0
2017-01-02 14:20:40.064536,new_page,0
2017-01-02 14:20:46.531090,old_page,0
2017-01-02 14:20:54.072643,new_page,0
2017-01-02 14:21:13.651298,new_page,0
2017-01-02 14:21:15.990193,old_page,1
2017-01-02 14:21:20.700906,old_page,0
2017-01-02 14:21:54.844442,old_page,0
2017-01-02 14:21:57.715819,old_page,0
2017-01-02 14:22:07.097717,new_page,0
2017-01-02 14:22:17.552781,new_page,1
2017-01-02 14:22:25.175748,new_page,0
2017-01-02 14:22:39.938587,old_page,0
2017-01-02 14:22:49.882009,old_page,1
2017-01-02 14:23:36.094242,old_page,1
2017-01-02 14:24:14.114451,new_page,1
2017-01-02 14:24:20.024881,old_page,0
2017-01-02 14:24:24.718907,old_page,0
2017-01-02 14:25:19.298733,new_page,0
2017-01-02 14:25:43.591195,old_page,0
2017-01-02 14:25:51.567166,new_page,0
2017-01-02 14:26:37.450951,old_page,0
2017-01-02 14:27:14.533823,new_page,0
2017-01-02 14:27:22.023113,old_page,1
2017-01-02 14:28:12.460908,old_page,1
2017-01-02 14:28:25.119411,old_page,0
2017-01-02 14:28:32.339921,old_page,0
2017-01-02 14:28:54.225789,old_page,0
2017-01-02 14:29:37.519613,old_page,1
2017-01-02 14:29:44.515125,new_page,0
2017-01-02 14:29:44.770670,old_page,0
2017-01-02 14:30:02.212670,new_page,0
2017-01-02 14:30:02.855419,new_page,1
2017-01-02 14:31:08.949762,new_page,0
2017-01-02 14:31:40.451858,new_page,0
2017-01-02 14:31:49.609485,old_page,0
2017-01-02 14:31:59.244708,old_page,0
2017-01-02 14:32:18.181923,new_page,0
2017-01-02 14:32:30.240924,old_page,0
2017-01-02 14:32:39.894167,new_page,0
2017-01-02 14:33:19.112969,old_page,0
2017-01-02 14:33:31.796411,old_page,0
2017-01-02 14:33:42.875263,new_page,0
2017-01-02 14:33:47.414751,old_page,0
2017-01-02 14:35:03.317741,old_page,0
2017-01-02 14:35:10.663433,new_page,0
2017-01-02 14:35:19.961881,old_page,1
2017-01-02 14:35:33.261510,old_page,0
2017-01-02 14:35:44.171075,old_page,1
2017-01-02 14:36:37.122411,new_page,0
2017-01-02 14:36:47.355386,new_page,1
2017-01-02 14:37:00.451863,new_page,0
2017-01-02 14:37:19.137693,new_page,0
2017-01-02 14:37:20.496700,new_page,0
2017-01-02 14:37:28.270580,new_page,0
2017-01-02 14:37:35.647345,old_page,0
2017-01-02 14:38:00.943008,old_page,0
2017-01-02 14:38:12.868757,old_page,0
2017-01-02 14:38:20.330671,new_page,0
2017-01-02 14:38:29.432105,old_page,1
2017-01-02 14:38:31.562404,new_page,0
2017-01-02 14:38:43.463996,new_page,0
2017-01-02 14:39:04.218592,new_page,0
2017-01-02 14:39:15.932334,old_page,0
2017-01-02 14:40:16.450805,old_page,0
2017-01-02 14:40:35.123281,old_page,0
2017-01-02 14:40:39.501211,old_page,0
2017-01-02 14:40:40.528785,new_page,0
2017-01-02 14:40:54.169947,old_page,0
2017-01-02 14:41:05.210764,old_page,0
2017-01-02 14:41:34.519738,old_page,0
2017-01-02 14:42:07.928367,old_page,0
2017-01-02 14:42:13.985298,old_page,0
2017-01-02 14:42:24.587724,old_page,0
2017-01-02 14:42:29.706447,old_page,0
2017-01-02 14:42:36.791512,new_page,0
2017-01-02 14:43:52.210245,new_page,0
2017-01-02 14:44:23.911072,old_page,0
2017-01-02 14:45:26.978614,new_page,0
2017-01-02 14:46:00.301181,new_page,0
2017-01-02 14:46:05.606351,old_page,0
2017-01-02 14:46:21.384458,new_page,0
